Credit rating;Age;Income level;Number of credit cards;Education;Car loans
"Good";49.098547;"Medium";"Less than 5";"High school";"More than 2"
"Good";46.459209;"High";"5 or more";"High school";"More than 2"
"Good";32.818019;"High";"Less than 5";"College";"None or 1"
"Good";43.354974;"High";"5 or more";"College";"More than 2"
"Good";33.737351;"Medium";"5 or more";"High school";"More than 2"
"Good";35.304978;"Medium";"Less than 5";"High school";"None or 1"
"Good";25.964516;"High";"Less than 5";"High school";"None or 1"
"Good";27.868846;"High";"5 or more";"College";"More than 2"
"Good";27.342509;"High";"Less than 5";"High school";"None or 1"
"Good";59.087934;"Low";"5 or more";"High school";"More than 2"
"Good";31.081711;"High";"5 or more";"High school";"More than 2"
"Good";33.469268;"Medium";"5 or more";"High school";"More than 2"
"Good";41.516078;"Medium";"5 or more";"High school";"More than 2"
"Good";40.862298;"High";"5 or more";"High school";"None or 1"
"Good";39.702514;"High";"5 or more";"High school";"More than 2"
"Good";23.349856;"High";"Less than 5";"High school";"None or 1"
"Good";33.174595;"High";"Less than 5";"High school";"None or 1"
"Good";50.610602;"Medium";"5 or more";"High school";"More than 2"
"Good";45.575474;"High";"Less than 5";"High school";"None or 1"
"Good";37.725976;"High";"5 or more";"High school";"More than 2"
"Good";38.583533;"High";"Less than 5";"High school";"None or 1"
"Good";44.622994;"Medium";"5 or more";"High school";"More than 2"
"Good";40.369331;"High";"5 or more";"College";"More than 2"
"Good";41.687702;"High";"5 or more";"College";"More than 2"
"Good";50.982298;"Low";"Less than 5";"High school";"More than 2"
"Good";35.077101;"Medium";"Less than 5";"College";"More than 2"
"Good";45.209875;"Low";"Less than 5";"High school";"None or 1"
"Good";36.107508;"Low";"Less than 5";"College";"None or 1"
"Good";46.045261;"Medium";"5 or more";"High school";"More than 2"
"Good";25.136715;"Medium";"5 or more";"College";"More than 2"
"Good";35.327541;"Medium";"Less than 5";"College";"None or 1"
"Good";31.754695;"Medium";"5 or more";"High school";"More than 2"
"Good";21.338001;"Medium";"5 or more";"High school";"None or 1"
"Good";41.318273;"High";"Less than 5";"High school";"None or 1"
"Good";44.738135;"High";"Less than 5";"College";"None or 1"
"Good";25.050371;"High";"5 or more";"High school";"More than 2"
"Good";43.273345;"High";"Less than 5";"High school";"None or 1"
"Good";35.690727;"High";"Less than 5";"High school";"None or 1"
"Good";42.597741;"Medium";"Less than 5";"College";"None or 1"
"Good";30.418498;"High";"5 or more";"High school";"None or 1"
"Good";57.918900;"High";"5 or more";"High school";"More than 2"
"Good";40.706654;"Medium";"5 or more";"High school";"More than 2"
"Good";28.504531;"High";"5 or more";"College";"More than 2"
"Good";43.116948;"High";"5 or more";"College";"More than 2"
"Good";42.731012;"Medium";"Less than 5";"High school";"More than 2"
"Good";45.505468;"Medium";"5 or more";"College";"More than 2"
"Good";52.968958;"Medium";"Less than 5";"High school";"None or 1"
"Good";29.363636;"Low";"Less than 5";"College";"More than 2"
"Good";53.346245;"High";"5 or more";"College";"More than 2"
"Good";47.562961;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.620366;"High";"5 or more";"High school";"More than 2"
"Good";26.494327;"Medium";"Less than 5";"College";"None or 1"
"Good";47.095850;"Medium";"5 or more";"High school";"More than 2"
"Good";35.066685;"Medium";"5 or more";"High school";"None or 1"
"Good";40.264380;"Low";"5 or more";"High school";"More than 2"
"Good";41.224942;"High";"5 or more";"High school";"More than 2"
"Good";35.403316;"Medium";"5 or more";"College";"More than 2"
"Good";34.364649;"High";"5 or more";"High school";"More than 2"
"Good";36.038906;"Medium";"Less than 5";"College";"None or 1"
"Good";28.025100;"High";"5 or more";"High school";"More than 2"
"Good";36.213503;"High";"5 or more";"High school";"More than 2"
"Good";38.471159;"High";"5 or more";"College";"More than 2"
"Good";24.023012;"High";"Less than 5";"High school";"More than 2"
"Good";43.625883;"Medium";"5 or more";"High school";"More than 2"
"Good";29.806229;"Medium";"5 or more";"High school";"More than 2"
"Good";38.352061;"Medium";"Less than 5";"College";"More than 2"
"Good";39.688984;"Medium";"5 or more";"College";"More than 2"
"Good";39.341480;"High";"Less than 5";"High school";"More than 2"
"Good";39.172799;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.462985;"High";"Less than 5";"College";"None or 1"
"Good";32.709127;"High";"Less than 5";"High school";"None or 1"
"Good";39.831499;"Low";"Less than 5";"High school";"None or 1"
"Good";32.773648;"High";"5 or more";"College";"More than 2"
"Good";31.861374;"High";"5 or more";"High school";"More than 2"
"Good";33.300452;"High";"5 or more";"High school";"More than 2"
"Good";25.628373;"High";"Less than 5";"High school";"More than 2"
"Good";34.976800;"High";"5 or more";"College";"More than 2"
"Good";29.680936;"High";"5 or more";"High school";"More than 2"
"Good";38.979956;"High";"Less than 5";"College";"None or 1"
"Good";53.817536;"Medium";"5 or more";"College";"More than 2"
"Good";34.324077;"High";"Less than 5";"College";"None or 1"
"Good";37.567078;"High";"5 or more";"College";"More than 2"
"Good";34.396764;"Medium";"5 or more";"College";"More than 2"
"Good";23.862921;"Low";"5 or more";"College";"More than 2"
"Good";51.254340;"High";"5 or more";"College";"More than 2"
"Good";30.485554;"Medium";"Less than 5";"High school";"None or 1"
"Good";43.775069;"High";"5 or more";"High school";"More than 2"
"Good";37.981429;"Medium";"Less than 5";"College";"None or 1"
"Good";42.062554;"High";"5 or more";"College";"None or 1"
"Good";25.437583;"Medium";"Less than 5";"College";"None or 1"
"Good";30.405699;"Medium";"5 or more";"College";"More than 2"
"Good";39.500781;"High";"Less than 5";"College";"None or 1"
"Good";39.341691;"High";"Less than 5";"High school";"None or 1"
"Good";43.334037;"High";"Less than 5";"College";"More than 2"
"Good";38.157416;"High";"Less than 5";"College";"None or 1"
"Good";37.865206;"Medium";"5 or more";"College";"None or 1"
"Good";31.187018;"High";"Less than 5";"College";"None or 1"
"Good";30.980286;"High";"5 or more";"College";"More than 2"
"Good";31.246154;"High";"5 or more";"College";"None or 1"
"Good";29.309147;"Medium";"Less than 5";"College";"None or 1"
"Good";28.461446;"High";"5 or more";"High school";"More than 2"
"Good";27.612572;"High";"Less than 5";"College";"None or 1"
"Good";39.454267;"High";"Less than 5";"High school";"None or 1"
"Good";32.827111;"Medium";"Less than 5";"College";"None or 1"
"Good";41.182766;"Medium";"5 or more";"High school";"More than 2"
"Good";20.211444;"Medium";"Less than 5";"High school";"None or 1"
"Good";48.630311;"Medium";"5 or more";"High school";"More than 2"
"Good";30.012776;"Medium";"5 or more";"College";"More than 2"
"Good";46.947479;"High";"5 or more";"High school";"More than 2"
"Good";31.211747;"High";"5 or more";"High school";"More than 2"
"Good";26.861879;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.925334;"Low";"Less than 5";"College";"None or 1"
"Good";35.389214;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.723646;"High";"5 or more";"High school";"More than 2"
"Good";53.869821;"High";"Less than 5";"College";"None or 1"
"Good";24.175213;"High";"5 or more";"High school";"More than 2"
"Good";43.363847;"High";"Less than 5";"High school";"More than 2"
"Good";35.424675;"High";"Less than 5";"High school";"More than 2"
"Good";32.529432;"High";"5 or more";"College";"More than 2"
"Good";37.794401;"Medium";"5 or more";"High school";"More than 2"
"Good";25.817942;"High";"Less than 5";"High school";"None or 1"
"Good";37.857589;"Medium";"Less than 5";"High school";"None or 1"
"Good";20.541022;"High";"5 or more";"High school";"More than 2"
"Good";38.319493;"High";"5 or more";"College";"More than 2"
"Good";63.349724;"Medium";"Less than 5";"College";"None or 1"
"Good";35.278279;"High";"Less than 5";"College";"None or 1"
"Good";46.340582;"High";"Less than 5";"High school";"None or 1"
"Good";31.911090;"Medium";"5 or more";"High school";"More than 2"
"Good";31.864835;"High";"5 or more";"High school";"More than 2"
"Good";47.477092;"High";"Less than 5";"High school";"More than 2"
"Good";35.108561;"High";"5 or more";"College";"More than 2"
"Good";38.584974;"Medium";"Less than 5";"College";"More than 2"
"Good";40.225735;"Low";"Less than 5";"High school";"None or 1"
"Good";40.432485;"Low";"5 or more";"College";"More than 2"
"Good";38.288408;"Medium";"Less than 5";"College";"More than 2"
"Good";35.781768;"Medium";"5 or more";"College";"More than 2"
"Good";46.558632;"Medium";"Less than 5";"High school";"None or 1"
"Good";34.406195;"Medium";"Less than 5";"High school";"None or 1"
"Good";21.007415;"High";"5 or more";"High school";"More than 2"
"Good";52.439277;"High";"5 or more";"College";"More than 2"
"Good";51.001448;"High";"5 or more";"College";"None or 1"
"Good";21.345892;"High";"Less than 5";"High school";"None or 1"
"Good";35.922828;"Medium";"5 or more";"College";"None or 1"
"Good";29.543412;"Medium";"5 or more";"College";"More than 2"
"Good";44.057587;"Low";"Less than 5";"College";"None or 1"
"Good";39.327471;"Medium";"5 or more";"College";"More than 2"
"Good";22.256231;"Medium";"5 or more";"College";"More than 2"
"Good";28.179129;"Medium";"5 or more";"High school";"None or 1"
"Good";58.691019;"Low";"5 or more";"High school";"More than 2"
"Good";34.176566;"Medium";"Less than 5";"College";"None or 1"
"Good";20.893649;"High";"5 or more";"High school";"More than 2"
"Good";39.514931;"Medium";"Less than 5";"College";"None or 1"
"Good";22.656515;"Medium";"Less than 5";"College";"None or 1"
"Good";38.137002;"Medium";"Less than 5";"College";"None or 1"
"Good";41.205676;"Medium";"5 or more";"College";"More than 2"
"Good";30.638878;"Medium";"5 or more";"College";"More than 2"
"Good";33.464996;"Medium";"5 or more";"High school";"More than 2"
"Good";58.169261;"Low";"5 or more";"College";"More than 2"
"Good";32.064735;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.476800;"High";"Less than 5";"College";"None or 1"
"Good";38.190079;"High";"Less than 5";"College";"None or 1"
"Good";37.132446;"High";"Less than 5";"High school";"None or 1"
"Good";33.906896;"High";"Less than 5";"College";"More than 2"
"Good";39.254296;"High";"Less than 5";"High school";"None or 1"
"Good";25.460962;"High";"Less than 5";"High school";"None or 1"
"Good";27.847847;"Medium";"Less than 5";"High school";"None or 1"
"Good";29.532686;"Medium";"Less than 5";"College";"None or 1"
"Good";23.642121;"Medium";"Less than 5";"High school";"None or 1"
"Good";45.523579;"Medium";"5 or more";"College";"More than 2"
"Good";28.425368;"High";"Less than 5";"College";"More than 2"
